param_name,param_value,pcmci_mae,pcmci_rmse,pcmci_bias,bagged_mae,bagged_rmse,bagged_bias,bootstrap_mae,bootstrap_rmse,bootstrap_bias
sigmaN,0.1,0.0491881723736306,0.0491881723736306,0.0491881723736306,0.0491881723736306,0.0491881723736306,0.0491881723736306,0.0530760490699689,0.0530760490699689,0.0530760490699689
sigmaN,0.2,0.049188172373631,0.049188172373631,0.049188172373631,0.049188172373631,0.049188172373631,0.049188172373631,0.0525755348402569,0.0525755348402569,0.0525755348402569
sigmaN,0.3,0.0491882941793211,0.0491882941793211,0.0491882941793211,0.0491882941793211,0.0491882941793211,0.0491882941793211,0.0522422361223249,0.0522422361223249,0.0522422361223249
sigmaN,0.4,0.0491881127689853,0.0491881127689853,0.0491881127689853,0.0491881127689853,0.0491881127689853,0.0491881127689853,0.0526861737374542,0.0526861737374542,0.0526861737374542
sigmaN,0.5,0.049188111085703,0.049188111085703,0.049188111085703,0.049188111085703,0.049188111085703,0.049188111085703,0.0530904613156524,0.0530904613156524,0.0530904613156524
sigmaN,0.6,0.0491882941793211,0.0491882941793211,0.0491882941793211,0.0491882941793211,0.0491882941793211,0.0491882941793211,0.0523908250170801,0.0523908250170801,0.0523908250170801
sigmaN,0.7,0.0491882292752959,0.0491882292752959,0.0491882292752959,0.0491882292752959,0.0491882292752959,0.0491882292752959,0.0524594128098829,0.0524594128098829,0.0524594128098829
sigmaN,0.7999999999999999,0.0491880531643406,0.0491880531643406,0.0491880531643406,0.0491880531643406,0.0491880531643406,0.0491880531643406,0.0531598163029138,0.0531598163029138,0.0531598163029138
sigmaN,0.8999999999999999,0.0491880651921057,0.0491880651921057,0.0491880651921057,,,,0.0519828951101637,0.0519828951101637,0.0519828951101637
sigmaN,1.0,0.0491880514810588,0.0491880514810588,0.0491880514810588,0.0491880514810588,0.0491880514810588,0.0491880514810588,0.054031904257233,0.054031904257233,0.054031904257233
sigmaN,1.1,0.049188280837675,0.049188280837675,0.049188280837675,,,,0.0540088782497244,0.0540088782497244,0.0540088782497244
sigmaN,1.2,0.0491882941793206,0.0491882941793206,0.0491882941793206,0.0491882941793206,0.0491882941793206,0.0491882941793206,0.0535234703652607,0.0535234703652607,0.0535234703652607
sigmaN,1.3,0.0491881612517641,0.0491881612517641,0.0491881612517641,0.0491881612517641,0.0491881612517641,0.0491881612517641,0.0534528657819378,0.0534528657819378,0.0534528657819378
sigmaN,1.4,0.0491882888799409,0.0491882888799409,0.0491882888799409,0.0491882888799409,0.0491882888799409,0.0491882888799409,0.0536690956229063,0.0536690956229063,0.0536690956229063
sigmaN,1.5,0.0491881776329086,0.0491881776329086,0.0491881776329086,0.0491881776329086,0.0491881776329086,0.0491881776329086,0.0536747391543831,0.0536747391543831,0.0536747391543831
sigmaN,1.6,0.0491879935596966,0.0491879935596966,0.0491879935596966,0.0491879935596966,0.0491879935596966,0.0491879935596966,0.051013731762705,0.051013731762705,0.051013731762705
sigmaN,1.7,0.0491883428795174,0.0491883428795174,0.0491883428795174,0.0491883428795174,0.0491883428795174,0.0491883428795174,0.053950710075731,0.053950710075731,0.053950710075731
sigmaN,1.8,0.0491881844013946,0.0491881844013946,0.0491881844013946,0.0491881844013946,0.0491881844013946,0.0491881844013946,0.0506762961846523,0.0506762961846523,0.0506762961846523
sigmaN,1.9,0.049188168754511,0.049188168754511,0.049188168754511,0.049188168754511,0.049188168754511,0.049188168754511,0.0530098661934026,0.0530098661934026,0.0530098661934026
sigmaN,2.0,0.0491879918764136,0.0491879918764136,0.0491879918764136,0.0491879918764136,0.0491879918764136,0.0491879918764136,0.0535696418932841,0.0535696418932841,0.0535696418932841
